record_id,repository,work_type,number,created_at,closed_at,source_year,resolved_within_30d,workflow_risk_30d,prior_items,prior_30d_inflow,prior_open_backlog,prior_closed_by_as_of,prior_30d_resolution_rate,created_month,created_weekday
backstage:prs:15566,backstage,pull_request,15566,2023-01-04 18:35:51+00:00,2023-01-05 12:38:59+00:00,2023,1,0,280,80,38,242,0.785,1,2
backstage:prs:15567,backstage,pull_request,15567,2023-01-04 18:37:31+00:00,2023-01-27 12:05:54+00:00,2023,1,0,281,81,38,243,0.785,1,2
backstage:prs:15568,backstage,pull_request,15568,2023-01-04 18:51:42+00:00,2023-01-05 12:13:17+00:00,2023,1,0,282,82,39,243,0.785,1,2
backstage:prs:15569,backstage,pull_request,15569,2023-01-04 19:30:20+00:00,2023-01-04 21:14:53+00:00,2023,1,0,283,83,40,243,0.785,1,2
backstage:prs:15570,backstage,pull_request,15570,2023-01-04 20:11:14+00:00,2023-01-09 10:17:26+00:00,2023,1,0,284,84,41,243,0.785,1,2
backstage:prs:15571,backstage,pull_request,15571,2023-01-04 22:42:51+00:00,2023-01-04 23:16:48+00:00,2023,1,0,285,85,41,244,0.785,1,2
backstage:prs:15572,backstage,pull_request,15572,2023-01-04 23:29:16+00:00,2023-01-05 00:00:11+00:00,2023,1,0,286,86,41,245,0.785,1,2
backstage:prs:15575,backstage,pull_request,15575,2023-01-05 00:11:12+00:00,2023-01-05 00:45:58+00:00,2023,1,0,287,87,41,246,0.785,1,3
backstage:prs:15576,backstage,pull_request,15576,2023-01-05 00:57:13+00:00,2023-01-05 12:39:48+00:00,2023,1,0,288,88,41,247,0.785,1,3
backstage:prs:15577,backstage,pull_request,15577,2023-01-05 06:51:52+00:00,2023-01-05 07:24:09+00:00,2023,1,0,289,89,42,247,0.785,1,3
backstage:prs:15578,backstage,pull_request,15578,2023-01-05 07:32:04+00:00,2023-01-05 16:18:29+00:00,2023,1,0,290,90,41,249,0.785,1,3
backstage:prs:15579,backstage,pull_request,15579,2023-01-05 07:37:30+00:00,2023-01-05 08:17:21+00:00,2023,1,0,291,91,42,249,0.785,1,3
backstage:prs:15580,backstage,pull_request,15580,2023-01-05 08:27:28+00:00,2023-01-05 12:06:51+00:00,2023,1,0,292,92,42,250,0.785,1,3
backstage:prs:15581,backstage,pull_request,15581,2023-01-05 11:28:36+00:00,2023-01-16 12:26:17+00:00,2023,1,0,293,93,43,250,0.785,1,3
backstage:prs:15582,backstage,pull_request,15582,2023-01-05 11:54:48+00:00,2023-01-05 13:02:06+00:00,2023,1,0,294,94,43,251,0.785,1,3
backstage:prs:15583,backstage,pull_request,15583,2023-01-05 12:11:03+00:00,2023-01-05 12:39:14+00:00,2023,1,0,295,95,43,252,0.785,1,3
backstage:prs:15584,backstage,pull_request,15584,2023-01-05 12:20:30+00:00,2023-01-07 14:23:25+00:00,2023,1,0,296,96,43,253,0.785,1,3
backstage:prs:15585,backstage,pull_request,15585,2023-01-05 12:21:21+00:00,2023-01-05 12:39:32+00:00,2023,1,0,297,97,44,253,0.785,1,3
backstage:prs:15586,backstage,pull_request,15586,2023-01-05 12:48:26+00:00,2023-01-05 12:53:23+00:00,2023,1,0,298,98,41,257,0.785,1,3
backstage:prs:15588,backstage,pull_request,15588,2023-01-05 13:36:52+00:00,2023-01-05 14:21:04+00:00,2023,1,0,299,99,40,259,0.785,1,3
backstage:prs:15589,backstage,pull_request,15589,2023-01-05 13:49:12+00:00,2023-01-10 12:57:25+00:00,2023,1,0,300,100,41,259,0.785,1,3
backstage:prs:15590,backstage,pull_request,15590,2023-01-05 13:57:15+00:00,2023-01-09 08:43:53+00:00,2023,1,0,301,101,42,259,0.785,1,3
backstage:prs:15591,backstage,pull_request,15591,2023-01-05 13:59:28+00:00,2023-01-09 10:25:30+00:00,2023,1,0,302,102,43,259,0.785,1,3
backstage:prs:15592,backstage,pull_request,15592,2023-01-05 14:10:14+00:00,2023-01-07 14:22:32+00:00,2023,1,0,303,103,44,259,0.785,1,3
backstage:prs:15593,backstage,pull_request,15593,2023-01-05 14:15:48+00:00,2023-01-09 10:25:03+00:00,2023,1,0,304,104,45,259,0.785,1,3
backstage:prs:15594,backstage,pull_request,15594,2023-01-05 14:31:03+00:00,2023-01-10 12:26:58+00:00,2023,1,0,305,105,45,260,0.785,1,3
backstage:prs:15595,backstage,pull_request,15595,2023-01-05 15:11:32+00:00,2023-01-16 08:51:30+00:00,2023,1,0,306,106,46,260,0.785,1,3
backstage:issues:15596,backstage,issue,15596,2023-01-05 15:36:33+00:00,2023-03-13 16:46:58+00:00,2023,0,1,307,107,47,260,0.785,1,3
backstage:issues:15597,backstage,issue,15597,2023-01-05 15:36:33+00:00,2023-01-19 11:21:51+00:00,2023,1,0,308,108,48,260,0.785,1,3
backstage:prs:15598,backstage,pull_request,15598,2023-01-05 15:41:14+00:00,2023-01-19 11:21:49+00:00,2023,1,0,309,109,49,260,0.785,1,3
backstage:prs:15599,backstage,pull_request,15599,2023-01-05 16:10:20+00:00,2023-01-05 19:18:07+00:00,2023,1,0,310,110,50,260,0.785,1,3
backstage:prs:15600,backstage,pull_request,15600,2023-01-05 16:28:48+00:00,2023-01-05 16:31:53+00:00,2023,1,0,311,111,50,261,0.785,1,3
backstage:issues:15601,backstage,issue,15601,2023-01-05 16:40:53+00:00,2023-03-17 10:38:54+00:00,2023,0,1,312,112,50,262,0.785,1,3
backstage:issues:15604,backstage,issue,15604,2023-01-06 00:54:49+00:00,2023-01-23 10:39:19+00:00,2023,1,0,313,113,50,263,0.785,1,4
backstage:issues:15605,backstage,issue,15605,2023-01-06 10:02:54+00:00,2023-04-25 22:05:15+00:00,2023,0,1,314,114,51,263,0.785,1,4
backstage:issues:15606,backstage,issue,15606,2023-01-06 10:36:28+00:00,2024-02-04 09:06:01+00:00,2023,0,1,315,115,52,263,0.785,1,4
backstage:issues:15609,backstage,issue,15609,2023-01-06 15:49:05+00:00,2023-01-11 12:30:41+00:00,2023,1,0,316,116,53,263,0.785,1,4
backstage:issues:15616,backstage,issue,15616,2023-01-07 14:09:51+00:00,2023-01-09 06:58:39+00:00,2023,1,0,317,117,54,263,0.785,1,5
backstage:issues:15628,backstage,issue,15628,2023-01-09 08:08:21+00:00,2023-01-09 09:03:46+00:00,2023,1,0,318,118,51,267,0.785,1,0
backstage:issues:15630,backstage,issue,15630,2023-01-09 08:53:45+00:00,2023-01-09 08:56:41+00:00,2023,1,0,319,119,51,268,0.785,1,0
backstage:issues:15635,backstage,issue,15635,2023-01-09 12:47:26+00:00,2023-03-17 13:12:46+00:00,2023,0,1,320,120,44,276,0.785,1,0
backstage:issues:15638,backstage,issue,15638,2023-01-09 15:29:25+00:00,2023-03-24 09:34:47+00:00,2023,0,1,321,121,44,277,0.785,1,0
backstage:issues:15642,backstage,issue,15642,2023-01-09 16:29:06+00:00,2023-01-12 13:19:52+00:00,2023,1,0,322,122,45,277,0.785,1,0
backstage:issues:15643,backstage,issue,15643,2023-01-09 18:34:07+00:00,2023-01-12 15:38:43+00:00,2023,1,0,323,123,46,277,0.785,1,0
backstage:issues:15644,backstage,issue,15644,2023-01-09 18:44:24+00:00,2023-11-06 20:37:35+00:00,2023,0,1,324,124,47,277,0.785,1,0
backstage:issues:15645,backstage,issue,15645,2023-01-09 19:04:29+00:00,2023-01-10 18:17:21+00:00,2023,1,0,325,125,48,277,0.785,1,0
backstage:issues:15649,backstage,issue,15649,2023-01-10 00:01:12+00:00,2023-06-18 01:34:23+00:00,2023,0,1,326,126,49,277,0.785,1,1
backstage:issues:15653,backstage,issue,15653,2023-01-10 10:33:17+00:00,2023-01-23 14:04:33+00:00,2023,1,0,327,127,48,279,0.785,1,1
backstage:issues:15655,backstage,issue,15655,2023-01-10 11:52:11+00:00,2023-01-19 11:30:17+00:00,2023,1,0,328,128,49,279,0.785,1,1
backstage:issues:15666,backstage,issue,15666,2023-01-10 17:59:37+00:00,2023-03-20 14:29:05+00:00,2023,0,1,329,129,45,284,0.785,1,1
backstage:issues:15668,backstage,issue,15668,2023-01-10 20:17:25+00:00,2023-03-20 09:27:49+00:00,2023,0,1,330,130,45,285,0.785,1,1
backstage:issues:15669,backstage,issue,15669,2023-01-10 21:41:50+00:00,2023-01-13 14:20:22+00:00,2023,1,0,331,131,46,285,0.785,1,1
backstage:issues:15670,backstage,issue,15670,2023-01-10 22:31:04+00:00,2023-01-19 17:02:08+00:00,2023,1,0,332,132,47,285,0.785,1,1
backstage:issues:15673,backstage,issue,15673,2023-01-11 01:13:05+00:00,2023-01-30 13:05:44+00:00,2023,1,0,333,133,48,285,0.785,1,2
backstage:issues:15680,backstage,issue,15680,2023-01-11 03:55:24+00:00,2023-01-17 14:43:08+00:00,2023,1,0,334,134,49,285,0.785,1,2
backstage:issues:15685,backstage,issue,15685,2023-01-11 08:17:48+00:00,2023-09-29 09:53:52+00:00,2023,0,1,335,135,50,285,0.785,1,2
backstage:issues:15697,backstage,issue,15697,2023-01-11 11:41:26+00:00,2023-03-24 10:04:35+00:00,2023,0,1,336,136,50,286,0.785,1,2
backstage:issues:15700,backstage,issue,15700,2023-01-11 12:52:37+00:00,2023-01-13 14:48:03+00:00,2023,1,0,337,137,50,287,0.785,1,2
backstage:issues:15703,backstage,issue,15703,2023-01-11 14:11:36+00:00,2023-03-19 11:06:22+00:00,2023,0,1,338,138,51,287,0.785,1,2
backstage:issues:15713,backstage,issue,15713,2023-01-11 17:36:10+00:00,2023-02-02 17:40:31+00:00,2023,1,0,339,139,52,287,0.785,1,2
backstage:issues:15714,backstage,issue,15714,2023-01-11 21:02:55+00:00,2023-01-17 11:23:56+00:00,2023,1,0,340,140,52,288,0.785,1,2
backstage:issues:15716,backstage,issue,15716,2023-01-12 01:26:09+00:00,2023-01-25 17:40:50+00:00,2023,1,0,341,141,53,288,0.785,1,3
backstage:issues:15717,backstage,issue,15717,2023-01-12 01:27:05+00:00,2023-04-08 17:34:00+00:00,2023,0,1,342,142,54,288,0.785,1,3
backstage:issues:15719,backstage,issue,15719,2023-01-12 08:53:32+00:00,2023-01-25 21:16:31+00:00,2023,1,0,343,143,55,288,0.785,1,3
backstage:issues:15724,backstage,issue,15724,2023-01-12 12:43:19+00:00,2023-03-26 11:23:52+00:00,2023,0,1,344,144,56,288,0.785,1,3
backstage:issues:15726,backstage,issue,15726,2023-01-12 13:53:14+00:00,2023-10-01 22:26:07+00:00,2023,0,1,345,145,55,290,0.785,1,3
backstage:issues:15727,backstage,issue,15727,2023-01-12 15:11:35+00:00,2023-01-16 14:22:09+00:00,2023,1,0,346,146,56,290,0.785,1,3
backstage:issues:15733,backstage,issue,15733,2023-01-12 17:29:55+00:00,2023-01-16 12:43:03+00:00,2023,1,0,347,147,56,291,0.785,1,3
luigi:prs:3217,luigi,pull_request,3217,2023-01-12 18:11:54+00:00,2023-01-16 15:44:12+00:00,2023,1,0,81,2,29,52,0.5569620253164557,1,3
backstage:issues:15734,backstage,issue,15734,2023-01-12 19:54:34+00:00,2023-04-07 12:56:56+00:00,2023,0,1,348,148,57,291,0.785,1,3
backstage:issues:15736,backstage,issue,15736,2023-01-13 01:00:10+00:00,2023-01-15 21:50:57+00:00,2023,1,0,349,149,58,291,0.785,1,4
backstage:issues:15739,backstage,issue,15739,2023-01-13 07:59:56+00:00,2023-04-08 10:44:04+00:00,2023,0,1,350,150,59,291,0.785,1,4
backstage:issues:15741,backstage,issue,15741,2023-01-13 11:01:35+00:00,2023-01-30 13:53:27+00:00,2023,1,0,351,151,60,291,0.785,1,4
backstage:issues:15753,backstage,issue,15753,2023-01-13 21:53:00+00:00,2023-04-28 14:34:35+00:00,2023,0,1,352,152,59,293,0.785,1,4
backstage:issues:15754,backstage,issue,15754,2023-01-13 23:12:31+00:00,2023-06-07 11:26:55+00:00,2023,0,1,353,153,60,293,0.785,1,4
backstage:issues:15760,backstage,issue,15760,2023-01-15 22:06:44+00:00,2023-01-19 13:21:11+00:00,2023,1,0,354,154,60,294,0.785,1,6
backstage:issues:15762,backstage,issue,15762,2023-01-16 09:35:04+00:00,2023-08-03 03:05:33+00:00,2023,0,1,355,155,60,295,0.785,1,0
backstage:issues:15765,backstage,issue,15765,2023-01-16 10:47:19+00:00,2023-01-16 14:01:10+00:00,2023,1,0,356,156,61,295,0.785,1,0
luigi:prs:3218,luigi,pull_request,3218,2023-01-16 12:52:40+00:00,2023-01-16 17:50:45+00:00,2023,1,0,82,3,30,52,0.5569620253164557,1,0
luigi:issues:3219,luigi,issue,3219,2023-01-16 12:56:30+00:00,,2023,0,1,83,4,31,52,0.5569620253164557,1,0
backstage:issues:15769,backstage,issue,15769,2023-01-16 13:18:30+00:00,2023-05-08 09:43:46+00:00,2023,0,1,357,157,60,297,0.785,1,0
backstage:issues:15770,backstage,issue,15770,2023-01-16 14:06:02+00:00,2023-04-14 09:17:16+00:00,2023,0,1,358,158,60,298,0.785,1,0
backstage:issues:15778,backstage,issue,15778,2023-01-16 16:24:38+00:00,2023-04-07 02:21:07+00:00,2023,0,1,359,159,60,299,0.785,1,0
backstage:issues:15786,backstage,issue,15786,2023-01-17 00:49:02+00:00,2023-01-23 22:49:11+00:00,2023,1,0,360,160,61,299,0.785,1,1
backstage:issues:15788,backstage,issue,15788,2023-01-17 04:45:13+00:00,2023-01-30 14:18:43+00:00,2023,1,0,361,161,62,299,0.785,1,1
luigi:prs:3220,luigi,pull_request,3220,2023-01-17 08:57:30+00:00,2023-01-17 22:20:23+00:00,2023,1,0,84,5,30,54,0.5569620253164557,1,1
backstage:issues:15789,backstage,issue,15789,2023-01-17 09:48:13+00:00,2023-05-29 08:46:28+00:00,2023,0,1,362,162,63,299,0.785,1,1
backstage:issues:15796,backstage,issue,15796,2023-01-17 12:54:48+00:00,2023-03-31 14:16:47+00:00,2023,0,1,363,163,63,300,0.785,1,1
backstage:issues:15803,backstage,issue,15803,2023-01-17 15:46:32+00:00,2023-01-17 21:25:35+00:00,2023,1,0,364,164,63,301,0.785,1,1
backstage:issues:15804,backstage,issue,15804,2023-01-17 15:52:01+00:00,2023-08-19 11:43:46+00:00,2023,0,1,365,165,64,301,0.785,1,1
backstage:issues:15810,backstage,issue,15810,2023-01-17 18:18:41+00:00,2025-01-26 15:45:12+00:00,2023,0,1,366,166,65,301,0.785,1,1
backstage:issues:15811,backstage,issue,15811,2023-01-17 21:29:03+00:00,2023-01-17 21:31:45+00:00,2023,1,0,367,167,65,302,0.785,1,1
backstage:issues:15815,backstage,issue,15815,2023-01-17 23:54:52+00:00,2023-01-25 10:25:24+00:00,2023,1,0,368,168,65,303,0.785,1,1
backstage:issues:15818,backstage,issue,15818,2023-01-18 02:18:42+00:00,2023-04-02 16:55:49+00:00,2023,0,1,369,169,66,303,0.785,1,2
backstage:issues:15820,backstage,issue,15820,2023-01-18 08:01:56+00:00,2026-03-21 14:19:44+00:00,2023,0,1,370,170,67,303,0.785,1,2
backstage:issues:15821,backstage,issue,15821,2023-01-18 08:41:45+00:00,2024-10-21 11:30:20+00:00,2023,0,1,371,171,67,304,0.785,1,2
backstage:issues:15830,backstage,issue,15830,2023-01-18 14:26:08+00:00,2023-08-07 16:29:38+00:00,2023,0,1,372,172,68,304,0.785,1,2
backstage:issues:15834,backstage,issue,15834,2023-01-18 15:26:06+00:00,2023-06-18 12:06:19+00:00,2023,0,1,373,173,69,304,0.785,1,2
luigi:prs:3221,luigi,pull_request,3221,2023-01-18 15:52:33+00:00,2023-01-18 16:00:12+00:00,2023,1,0,85,6,30,55,0.5569620253164557,1,2
backstage:issues:15845,backstage,issue,15845,2023-01-19 07:55:43+00:00,2023-01-24 11:10:43+00:00,2023,1,0,374,174,70,304,0.785,1,3
backstage:issues:15848,backstage,issue,15848,2023-01-19 10:29:51+00:00,2023-01-26 12:36:30+00:00,2023,1,0,375,175,71,304,0.785,1,3
backstage:issues:15850,backstage,issue,15850,2023-01-19 11:11:38+00:00,2023-01-23 13:09:02+00:00,2023,1,0,376,176,72,304,0.785,1,3
backstage:issues:15870,backstage,issue,15870,2023-01-20 13:31:51+00:00,2023-05-30 13:27:21+00:00,2023,0,1,377,177,68,309,0.785,1,4
backstage:issues:15874,backstage,issue,15874,2023-01-20 16:01:16+00:00,2023-01-27 09:18:35+00:00,2023,1,0,378,178,69,309,0.785,1,4
backstage:issues:15877,backstage,issue,15877,2023-01-20 22:03:01+00:00,2023-02-03 09:57:07+00:00,2023,1,0,379,179,70,309,0.785,1,4
backstage:issues:15878,backstage,issue,15878,2023-01-20 22:30:13+00:00,2023-06-29 10:10:28+00:00,2023,0,1,380,180,71,309,0.785,1,4
backstage:issues:15880,backstage,issue,15880,2023-01-20 23:06:44+00:00,2023-01-27 20:38:19+00:00,2023,1,0,381,181,72,309,0.785,1,4
backstage:issues:15882,backstage,issue,15882,2023-01-21 07:34:24+00:00,2023-10-23 09:53:55+00:00,2023,0,1,382,182,73,309,0.785,1,5
backstage:issues:15893,backstage,issue,15893,2023-01-23 08:57:10+00:00,2023-04-03 13:53:48+00:00,2023,0,1,383,183,74,309,0.785,1,0
backstage:issues:15894,backstage,issue,15894,2023-01-23 09:03:33+00:00,2023-05-26 12:06:45+00:00,2023,0,1,384,184,75,309,0.785,1,0
backstage:issues:15901,backstage,issue,15901,2023-01-23 19:34:51+00:00,,2023,0,1,385,185,73,312,0.785,1,0
backstage:issues:15903,backstage,issue,15903,2023-01-23 21:02:07+00:00,2023-02-10 16:14:38+00:00,2023,1,0,386,186,74,312,0.785,1,0
backstage:issues:15904,backstage,issue,15904,2023-01-23 21:48:27+00:00,2023-03-27 08:43:28+00:00,2023,0,1,387,187,75,312,0.785,1,0
backstage:issues:15905,backstage,issue,15905,2023-01-24 01:19:47+00:00,2023-04-03 13:53:47+00:00,2023,0,1,388,188,75,313,0.785,1,1
backstage:issues:15907,backstage,issue,15907,2023-01-24 07:30:35+00:00,2023-03-27 08:43:37+00:00,2023,0,1,389,189,76,313,0.785,1,1
backstage:issues:15914,backstage,issue,15914,2023-01-24 12:18:50+00:00,2023-09-29 09:53:51+00:00,2023,0,1,390,190,76,314,0.785,1,1
backstage:issues:15916,backstage,issue,15916,2023-01-24 12:40:40+00:00,2023-01-26 10:43:37+00:00,2023,1,0,391,191,77,314,0.785,1,1
backstage:issues:15938,backstage,issue,15938,2023-01-25 05:06:46+00:00,2023-03-30 08:38:09+00:00,2023,0,1,392,192,78,314,0.785,1,2
backstage:issues:15939,backstage,issue,15939,2023-01-25 05:13:29+00:00,2023-01-26 11:31:03+00:00,2023,1,0,393,193,79,314,0.785,1,2
backstage:issues:15940,backstage,issue,15940,2023-01-25 07:05:29+00:00,2023-05-12 04:05:44+00:00,2023,0,1,394,194,80,314,0.785,1,2
backstage:issues:15965,backstage,issue,15965,2023-01-25 15:47:19+00:00,2023-06-30 13:36:52+00:00,2023,0,1,395,195,80,315,0.785,1,2
backstage:issues:15976,backstage,issue,15976,2023-01-25 20:54:40+00:00,2023-09-18 09:25:51+00:00,2023,0,1,396,196,80,316,0.785,1,2
backstage:issues:15977,backstage,issue,15977,2023-01-25 22:11:42+00:00,2023-02-15 21:48:17+00:00,2023,1,0,397,197,80,317,0.785,1,2
backstage:issues:15978,backstage,issue,15978,2023-01-25 23:29:31+00:00,2023-06-05 08:54:22+00:00,2023,0,1,398,198,81,317,0.785,1,2
backstage:issues:15979,backstage,issue,15979,2023-01-25 23:32:14+00:00,2023-03-27 15:42:40+00:00,2023,0,1,399,199,82,317,0.785,1,2
luigi:issues:3222,luigi,issue,3222,2023-01-30 18:06:38+00:00,,2023,0,1,86,6,30,56,0.5625,1,0
luigi:issues:3223,luigi,issue,3223,2023-02-03 16:24:21+00:00,2024-05-22 17:11:50+00:00,2023,0,1,87,6,30,57,0.5555555555555556,2,4
luigi:issues:3224,luigi,issue,3224,2023-02-05 17:06:57+00:00,,2023,0,1,88,7,31,57,0.5555555555555556,2,6
luigi:prs:3225,luigi,pull_request,3225,2023-02-09 02:58:49+00:00,,2023,0,1,89,8,31,58,0.5555555555555556,2,3
luigi:issues:3226,luigi,issue,3226,2023-02-10 08:38:22+00:00,,2023,0,1,90,9,32,58,0.5555555555555556,2,4
luigi:issues:3227,luigi,issue,3227,2023-02-17 13:51:31+00:00,,2023,0,1,91,6,33,58,0.5647058823529412,2,4
luigi:prs:3228,luigi,pull_request,3228,2023-02-23 12:05:43+00:00,2023-02-25 02:51:34+00:00,2023,1,0,92,6,34,58,0.5697674418604651,2,3
luigi:issues:3229,luigi,issue,3229,2023-03-12 12:20:50+00:00,,2023,0,1,93,2,32,61,0.5384615384615384,3,6
luigi:prs:3230,luigi,pull_request,3230,2023-03-13 15:24:42+00:00,2023-03-14 08:59:46+00:00,2023,1,0,94,3,33,61,0.5384615384615384,3,0
luigi:prs:3231,luigi,pull_request,3231,2023-03-14 09:05:49+00:00,2023-03-14 09:46:09+00:00,2023,1,0,95,4,33,62,0.5384615384615384,3,1
luigi:issues:3233,luigi,issue,3233,2023-03-27 12:24:21+00:00,,2023,0,1,96,3,33,63,0.5376344086021505,3,0
luigi:prs:3234,luigi,pull_request,3234,2023-04-03 00:15:16+00:00,2023-04-21 03:05:44+00:00,2023,1,0,97,4,34,63,0.5376344086021505,4,0
luigi:prs:3235,luigi,pull_request,3235,2023-04-11 13:31:43+00:00,2023-09-07 01:03:05+00:00,2023,0,1,98,4,35,63,0.5319148936170213,4,1
luigi:issues:3236,luigi,issue,3236,2023-04-21 19:34:04+00:00,2023-08-23 16:20:30+00:00,2023,0,1,99,3,35,64,0.5416666666666666,4,4
luigi:prs:3237,luigi,pull_request,3237,2023-04-25 15:40:44+00:00,2023-04-26 23:23:35+00:00,2023,1,0,100,4,36,64,0.5416666666666666,4,1
luigi:prs:3238,luigi,pull_request,3238,2023-05-03 09:34:49+00:00,2023-05-03 15:34:36+00:00,2023,1,0,101,3,36,65,0.5408163265306123,5,2
luigi:prs:3239,luigi,pull_request,3239,2023-05-04 09:29:57+00:00,2023-05-04 09:47:53+00:00,2023,1,0,102,4,36,66,0.5408163265306123,5,3
luigi:issues:3240,luigi,issue,3240,2023-05-05 09:24:32+00:00,2023-08-07 15:34:54+00:00,2023,0,1,103,5,36,67,0.5408163265306123,5,4
luigi:issues:3241,luigi,issue,3241,2023-05-12 23:08:13+00:00,,2023,0,1,104,5,37,67,0.5353535353535354,5,4
luigi:issues:3242,luigi,issue,3242,2023-06-14 13:59:45+00:00,,2023,0,1,105,0,37,68,0.5333333333333333,6,2
luigi:issues:3243,luigi,issue,3243,2023-06-25 11:30:43+00:00,,2023,0,1,106,1,38,68,0.5333333333333333,6,6
luigi:prs:3244,luigi,pull_request,3244,2023-07-03 07:10:35+00:00,2023-09-25 12:04:01+00:00,2023,0,1,107,2,39,68,0.5333333333333333,7,0
luigi:issues:3245,luigi,issue,3245,2023-07-25 16:40:21+00:00,,2023,0,1,108,1,40,68,0.5233644859813084,7,1
luigi:prs:3246,luigi,pull_request,3246,2023-07-27 12:36:22+00:00,2023-08-17 23:54:10+00:00,2023,1,0,109,2,41,68,0.5233644859813084,7,3
luigi:issues:3247,luigi,issue,3247,2023-08-10 09:53:37+00:00,,2023,0,1,110,2,41,69,0.5185185185185185,8,3
luigi:prs:3248,luigi,pull_request,3248,2023-08-18 00:34:41+00:00,2023-08-20 18:09:43+00:00,2023,1,0,111,3,41,70,0.5185185185185185,8,4
luigi:issues:3249,luigi,issue,3249,2023-08-26 02:18:28+00:00,,2023,0,1,112,3,40,72,0.5137614678899083,8,5
luigi:prs:3250,luigi,pull_request,3250,2023-08-29 23:14:36+00:00,2023-09-07 00:53:49+00:00,2023,1,0,113,3,41,72,0.5181818181818182,8,1
luigi:issues:3251,luigi,issue,3251,2023-08-30 06:05:50+00:00,,2023,0,1,114,4,42,72,0.5181818181818182,8,2
luigi:prs:3252,luigi,pull_request,3252,2023-09-13 16:41:05+00:00,2023-09-22 21:07:11+00:00,2023,1,0,115,4,41,74,0.5135135135135135,9,2
luigi:issues:3253,luigi,issue,3253,2023-09-25 14:51:07+00:00,,2023,0,1,116,3,40,76,0.5132743362831859,9,0
luigi:prs:3254,luigi,pull_request,3254,2023-09-26 07:20:11+00:00,,2023,0,1,117,4,41,76,0.5132743362831859,9,1
luigi:issues:3255,luigi,issue,3255,2023-10-03 13:23:39+00:00,2023-10-04 10:34:43+00:00,2023,1,0,118,3,42,76,0.5130434782608696,10,1
luigi:prs:3256,luigi,pull_request,3256,2023-10-05 10:59:11+00:00,2023-10-05 11:06:13+00:00,2023,1,0,119,4,42,77,0.5130434782608696,10,3
luigi:prs:3257,luigi,pull_request,3257,2023-10-05 13:43:46+00:00,2023-10-06 09:07:45+00:00,2023,1,0,120,5,42,78,0.5130434782608696,10,3
luigi:prs:3258,luigi,pull_request,3258,2023-10-17 13:11:37+00:00,2023-10-21 12:16:25+00:00,2023,1,0,121,5,42,79,0.5172413793103449,10,1
luigi:prs:3259,luigi,pull_request,3259,2023-10-22 15:56:55+00:00,2023-10-25 23:50:30+00:00,2023,1,0,122,6,42,80,0.5172413793103449,10,6
luigi:prs:3260,luigi,pull_request,3260,2023-10-28 16:14:28+00:00,2023-10-29 16:21:28+00:00,2023,1,0,123,5,42,81,0.5084745762711864,10,5
luigi:prs:3261,luigi,pull_request,3261,2023-11-16 12:40:29+00:00,,2023,0,1,124,3,42,82,0.5206611570247934,11,3
luigi:issues:3262,luigi,issue,3262,2023-11-16 19:28:02+00:00,2023-12-20 19:14:26+00:00,2023,0,1,125,3,43,82,0.5245901639344263,11,3
luigi:issues:3263,luigi,issue,3263,2023-11-17 06:22:52+00:00,,2023,0,1,126,4,44,82,0.5245901639344263,11,4
luigi:issues:3264,luigi,issue,3264,2023-11-28 13:07:36+00:00,,2023,0,1,127,3,45,82,0.532258064516129,11,1
luigi:prs:3265,luigi,pull_request,3265,2023-12-14 12:42:58+00:00,2023-12-17 16:24:46+00:00,2023,1,0,128,4,46,82,0.532258064516129,12,3
luigi:prs:3266,luigi,pull_request,3266,2023-12-20 12:33:11+00:00,2024-05-09 00:08:07+00:00,2023,0,1,129,2,46,83,0.5196850393700787,12,2
luigi:prs:3267,luigi,pull_request,3267,2023-12-20 22:53:27+00:00,,2023,0,1,130,3,46,84,0.5196850393700787,12,2
backstage:prs:22061,backstage,pull_request,22061,2024-01-01 08:19:26+00:00,2024-01-17 11:03:59+00:00,2024,1,0,400,0,7,393,0.735,1,0
backstage:issues:22062,backstage,issue,22062,2024-01-01 20:11:00+00:00,2024-01-02 12:10:48+00:00,2024,1,0,401,1,8,393,0.735,1,0
backstage:issues:22063,backstage,issue,22063,2024-01-02 05:40:58+00:00,2025-12-30 08:11:15+00:00,2024,0,1,402,2,9,393,0.735,1,1
luigi:prs:3268,luigi,pull_request,3268,2024-01-02 09:39:23+00:00,2024-01-08 12:41:14+00:00,2024,1,0,131,3,47,84,0.515625,1,1
backstage:prs:22064,backstage,pull_request,22064,2024-01-02 10:14:47+00:00,2024-01-02 10:37:25+00:00,2024,1,0,403,3,10,393,0.735,1,1
backstage:prs:22065,backstage,pull_request,22065,2024-01-02 12:59:08+00:00,2024-01-19 21:34:50+00:00,2024,1,0,404,4,9,395,0.735,1,1
backstage:issues:22066,backstage,issue,22066,2024-01-02 14:16:25+00:00,2024-01-04 09:40:55+00:00,2024,1,0,405,5,10,395,0.735,1,1
backstage:prs:22067,backstage,pull_request,22067,2024-01-02 14:17:58+00:00,2024-01-04 09:40:54+00:00,2024,1,0,406,6,11,395,0.735,1,1
backstage:prs:22068,backstage,pull_request,22068,2024-01-02 14:38:08+00:00,2024-01-02 15:05:42+00:00,2024,1,0,407,7,12,395,0.735,1,1
backstage:prs:22069,backstage,pull_request,22069,2024-01-02 15:21:25+00:00,2024-01-09 16:09:03+00:00,2024,1,0,408,8,12,396,0.735,1,1
